title,page_title,type_main,type_sub,faction,grade,grade_raw,grade_sort,inner_property,positive_effect_raw,negative_effect_raw,effect_summary_raw,effect_tags,effect_tags_fine,recommend_path_lv1,recommend_path_lv2,recommend_path_lv3,build_bucket_lv1,build_bucket_lv2,build_bucket_source,build_bucket_confidence,requirement_attr_raw,requirement_attainment_raw,performance_note_raw,sources,confidence,notes
奇寒灵气,功法/奇寒灵气,内功,,无门无派,1,神·一品,9,混元,九寒首次被击败时，将进入新的战斗阶段：只要敌人在九寒的攻击范围之内，敌人的提气、架势恢复速度大幅降低,九寒首次被击败时，将进入新的战斗阶段：只要敌人在九寒的攻击范围之内，敌人的提气、架势恢复速度大幅降低,,破体|恢复,通用|资源|回复,,,,内功,通用类,inferred,low,,,,功法/奇寒灵气,high,目录外功法；build分类低置信度：内功/通用类
炽心无改,功法/炽心无改,内功,,无门无派,1,神·一品,9,混元,龙语茯首次被击败时，将进入新的战斗阶段：龙语茯对敌人不同部位造成的直接伤势标记根据龙语茯所受到的不同部位的伤势标记增加；敌人对龙语茯不同部位造成的直接伤势标记根据敌人所受到的不同部位的伤势标记减少,龙语茯首次被击败时，将进入新的战斗阶段：龙语茯对敌人不同部位造成的直接伤势标记根据龙语茯所受到的不同部位的伤势标记增加；敌人对龙语茯不同部位造成的直接伤势标记根据敌人所受到的不同部位的伤势标记减少,,,通用|伤势联动|回复,,,,内功,通用类,inferred,low,,,,功法/炽心无改,high,目录外功法；build分类低置信度：内功/通用类
烛阴化命,功法/烛阴化命,内功,,无门无派,1,神·一品,9,混元,卫起首次被击败时，将进入新的战斗阶段：卫起的外伤、内伤标记会随时间迅速自行消除,卫起首次被击败时，将进入新的战斗阶段：卫起的外伤、内伤标记会随时间迅速自行消除,,,通用,,,,内功,通用类,inferred,low,,,,功法/烛阴化命,high,目录外功法；build分类低置信度：内功/通用类
神女还剑,功法/神女还剑,内功,,无门无派,1,神·一品,9,混元,莫女首次被击败时，将进入新的战斗阶段：莫女追击敌人的几率大幅增加，且追击敌人造成的伤害提高200%,莫女首次被击败时，将进入新的战斗阶段：莫女追击敌人的几率大幅增加，且追击敌人造成的伤害提高200%,,威力,通用|增伤,,,,内功,通用类,inferred,low,,,,功法/神女还剑,high,目录外功法；build分类低置信度：内功/通用类
素心无染,功法/素心无染,内功,,无门无派,1,神·一品,9,混元,紫无绡首次被击败时，将进入新的战斗阶段：每当紫无绡的「摧破」功法发挥十成威力时，向敌人添加1个必死标记，必死标记越多，敌人所有功法的威力也会提高越多，一旦敌人出现了6个必死标记，敌人便会战败，且健康会降低至0,紫无绡首次被击败时，将进入新的战斗阶段：每当紫无绡的「摧破」功法发挥十成威力时，向敌人添加1个必死标记，必死标记越多，敌人所有功法的威力也会提高越多，一旦敌人出现了6个必死标记，敌人便会战败，且健康会降低至0,,威力,通用,,,,内功,通用类,inferred,low,,,,功法/素心无染,high,目录外功法；build分类低置信度：内功/通用类
镇狱伏邪,功法/镇狱伏邪,内功,,无门无派,1,神·一品,9,混元,大岳瑶常首次被击败时，将进入新的战斗阶段：大岳瑶常的每次兵器攻击均能够「打断」敌人正在施展的功法,大岳瑶常首次被击败时，将进入新的战斗阶段：大岳瑶常的每次兵器攻击均能够「打断」敌人正在施展的功法,,,通用,,,,内功,通用类,inferred,low,,,,功法/镇狱伏邪,high,目录外功法；build分类低置信度：内功/通用类
天髓宝箓,功法/天髓宝箓,内功,,然山派,1,神·一品,9,紫霞,战斗开始时，运用者以真元化出5道“灵文”可择机使用：神剑灵文，运用者立即获得6个可用蓄式；换舍灵文，运用者立即恢复所有提气、架势；伏藏灵文，运用者立即恢复所有脚力；引神灵文，运用者所有低于初始值的真气不可避免地倍增；驱六戊灵文，运用者所有功法的封禁时间立即结束。每道“灵文”，每场战斗可使用3次,战斗开始时，运用者以真元化出5道“秘文”可择机使用：神剑秘文，敌人立即失去6个可用蓄式；换舍秘文，敌人立即失去所有提气、架势；伏藏秘文，敌人立即失去所有脚力；引神秘文，敌人所有高于初始值的真气不可避免地减半；驱六戊秘文，敌人所有功法的封禁时间立即倍增。每道“秘文”，每场战斗可使用3次,“祖师灵文，真法消难：免山河水起之厄、免刀剑劫贼之厄、免生魂鬼聚之厄、免狂鬼咒诅之厄、免百万军阵之厄、免水火盗贼之厄”。习此宝箓，可洞彻玄功，超凡化圣，可解罪消愆，济世救人，得此庇护，可修真仙。,真气|身法|恢复,通用|控制|机动|资源|封禁功法|回复,,,,内功,通用类,inferred,low,"定力：50
悟性：170","内功造诣：500
术数造诣：400
杂学造诣：400",,功法/天髓宝箓,high,目录外功法；build分类低置信度：内功/通用类
太阴一明珏,功法/太阴一明珏,内功,,璇女派,1,神·一品,9,玄阴,"大幅提高运用者所有的主要属性的上限，且运用者所受直接内伤重创伤害降低50%；如果运用者为童女之身，小幅提高运用者所有功法的威力，且可使运用者青春不老
运用者的主要属性上限增加20[加值]
如果运用者为女性且为处女时，所有功法威力与威力上限增加10%[加成]，且不会衰老不会受到因年龄带来的所有减益，包括属性、生育能力，外貌不会变化","战斗开始时，运用者的所有真气变化为初始值的2倍，且运用者所受非内伤的重创伤害加倍；如果运用者为童女之身，提高运用者所有功法的威力，且可使运用者青春不老
运用者的主要属性消耗量减少20%[加成]
如果运用者为女性且为处女时，所有功法威力与威力上限增加10%[加成]，且不会衰老不会受到因年龄带来的所有减益，包括属性、生育能力，外貌不会变化","如果运用者为女性且为处女时，所有功法威力与威力上限增加10%[加成]，且{{tooltip|不会衰老|不会受到因年龄带来的所有减益，包括属性、生育能力，外貌不会变化}}|逆=**运用者的主要属性消耗量减少20%[加成]
如果运用者为女性且为处女时，所有功法威力与威力上限增加10%[加成]，且{{tooltip|不会衰老|不会受到因年龄带来的所有减益，包括属性、生育能力，外貌不会变化}}}}",威力|真气,通用|减伤|生存|资源|伤势联动,,,,内功,通用类,inferred,low,"根骨：130
悟性：90","内功造诣：500
绘画造诣：400
道法造诣：400",,功法/太阴一明珏,high,目录外功法；build分类低置信度：内功/通用类
血童大法,功法/血童大法,内功,,血犼教,1,神·一品,9,归元,"战斗开始时，大幅增加运用者的「摧破」真气；大幅提高运用者的「摧破」真气在战斗中的获得量；大幅降低运用者的「摧破」真气在战斗中的损耗量
战斗开始时，摧破真气增加60点
战斗中摧破真气的获得量增加60%[同源增益]，损耗量减少30%[同源减益]","战斗开始时，大幅减少敌人及其助战的同伴的「摧破」真气；大幅降低敌人的「摧破」真气在战斗中的获得量；大幅提高敌人的「摧破」真气在战斗中的损耗量
战斗开始时，敌人及其同伴的摧破真气减少30点
敌人在战斗中摧破真气的获得量减少30%[同源减益]，损耗量增加60%[同源增益]
“血童大法”等影响真气变化效率的效果可叠加生效（所以不再是同源增减益？）","战斗中摧破真气的获得量增加60%[同源增益]，损耗量减少30%[同源减益]|逆=**战斗开始时，敌人及其同伴的摧破真气减少30点
敌人在战斗中摧破真气的获得量减少30%[同源减益]，损耗量增加60%[同源增益]
“血童大法”等影响真气变化效率的效果可叠加生效（所以不再是同源增减益？）}}",真气,通用|资源,,,,内功,通用类,inferred,low,"膂力：130
悟性：90","内功造诣：500
毒术造诣：400
杂学造诣：400",,功法/血童大法,high,目录外功法；build分类低置信度：内功/通用类
遍体火漆法,功法/遍体火漆法,内功,,伏龙坛,9,下·九品,1,纯阳,"增加运用者的「伏龙坛」功法的威力上限
威力上限增加30%[加值]","降低运用者的「伏龙坛」功法的发挥需求
使用需求降低20%[加成]",遍体火漆法因地制宜，以火为漆，乃是将热漆涂抹全身，使人动心忍性，强健筋骨，能耐热火而不受邪侵的法门。,威力,魔音,,,,内功,魔音类,inferred,medium,"膂力：40
体质：60","内功造诣：100
品鉴造诣：80
厨艺造诣：80",,功法/遍体火漆法,high,目录外功法
闻恶声,功法/闻恶声,内功,,无门无派,9,下·九品,1,混元,敌人的名誉越低，闻恶声的力道、精妙、迅疾、动心就提高越多,敌人的名誉越低，闻恶声的力道、精妙、迅疾、动心就提高越多,闻恶而来，有恶即生……,,魔音,,,,内功,魔音类,inferred,medium,,,,功法/闻恶声,high,目录外功法
小玉阳神功,功法/小玉阳神功,内功,,伏龙坛,6,奇·六品,4,纯阳,运用者的摧破功法每有1段命中敌人的要害时，消除运用者的1个破绽标记、1个点穴标记、1个失神标记,敌人的摧破功法每有1段命中运用者的要害时，消除运用者的1个破绽标记、1个点穴标记、1个失神标记,小玉阳神功养心炼气，中正亨通，能开通经脉，补养真元，使修习者精气相继，源源不断，光明内蕴，真阳充满。,命中,魔音|控制|失神联动|破绽联动,,,,内功,魔音类,inferred,medium,"根骨：65
悟性：80","内功造诣：250
品鉴造诣：200
厨艺造诣：200",,功法/小玉阳神功,high,目录外功法
无色禅功,功法/无色禅功,内功,,少林派,6,奇·六品,4,混元,"大幅增加运用者的「定力」上限，「定力」所增加的守心会根据运用者的精纯大幅提高
定力上限增加30 [加值]，且守心 [面板] 增加（定力*精纯/6）[加值]","大幅增加运用者的「定力」上限，「定力」所增加的动心会根据运用者的精纯大幅提高
定力上限增加30 [加值]，且动心 [面板] 增加（定力*精纯/6）[加值]",无色禅功不殆于心，无相无迹，功力看似古井不波，实则却源源不断。正是：“空无边、识无边、无所有、非想非非想”之无所有而无所不有之妙境。,威力,魔音,内功,魔音类,,内功,魔音类,recommendation_page,high,"定力：100
悟性：45","内功造诣：250
佛学造诣：250",,功法/无色禅功|前期功法推荐,high,
宝瓶气功法,功法/宝瓶气功法,内功,,无量金刚宗,6,奇·六品,4,混元,敌人至少有3个真气标记时：根据运用者的当前悟性持续降低敌人的卸力、拆招、闪避、守心，且运用者的当前悟性会随时间逐渐消耗,运用者至少有3个真气标记时：根据运用者的当前悟性持续提高运用者的卸力、拆招、闪避、守心，且运用者的当前悟性会随时间逐渐消耗,宝瓶气功法以色身为瓶，佛风为气，讲求气存丹田，缓慢生发，观想空性，周而复始，从而以意御气，纳清去浊，洗涤脉轮，遍除垢障。,真气|身法|持续,魔音|生存|机动|资源|闪避,,,,内功,魔音类,inferred,medium,"定力：30
体质：65
根骨：50","内功造诣：250
佛学造诣：250",,功法/宝瓶气功法,high,门派标准化：金刚宗 -> 无量金刚宗；目录外功法
金刚灌顶功,功法/金刚灌顶功,内功,,无量金刚宗,5,秘·五品,5,金刚,"运用者的「金刚」内力比例越高，运用者的卸力、拆招、闪避、守心就提高越多
面板+(0.2×内力比例%)加成","运用者的「金刚」内力比例越高，运用者的力道、精妙、迅疾、动心就提高越多
面板+(0.2×内力比例%)加成",引金刚真气由顶轮倾泻而下，至于中脉，宛如甘露入心、醍醐灌顶，从而明心见性，破除魔障，来去自由，无滞无碍，是为金刚灌顶功。,威力|真气|身法,魔音|生存|机动|资源|闪避,,,,内功,魔音类,inferred,medium,"定力：80
体质：80","内功造诣：300
佛学造诣：300",,功法/金刚灌顶功,high,门派标准化：金刚宗 -> 无量金刚宗；目录外功法
